province,grid_id,bio1,bio12,bio15,elev,climate_velocity,precip_velocity,climate_exposure,warming_rate,spatial_temp_grad,spatial_prec_grad
Anhui,907,1.71096668243408,1487,52.2759246826172,13,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,908,1.5731499671936,1640,55.7731781005859,311,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,909,1.59630002975464,1632,55.8616409301758,232,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,910,1.59701671600342,1622,55.0023574829102,230,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,911,1.52588329315186,1624,52.8860816955567,379,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,978,1.50711669921875,1549,55.4388046264648,442,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,979,1.69209995269775,1477,54.0254402160645,22,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,980,1.65186672210693,1507,55.0851669311524,51,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,981,1.55430002212524,1563,54.5717697143555,254,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,982,1.52173337936401,1545,52.3611869812012,286,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,983,1.48431663513184,1520,50.9246101379395,386,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,1052,1.33213329315186,1557,56.2602462768555,705,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,1053,1.6304500579834,1468,56.9190368652344,74,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,1054,1.59261665344238,1487,57.8910293579102,143,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,1055,1.64545001983643,1388,52.6914215087891,16,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,1056,1.54348335266113,1403,51.2105865478516,224,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,1057,1.41743335723877,1449,50.5348930358887,469,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,1125,1.40404996871948,1349,57.2737426757813,486,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,1126,1.48826665878296,1360,52.7640419006348,297,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,1127,1.60060005187988,1321,53.4685173034668,70,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,1128,1.62648334503174,1336,55.4160652160645,17,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,1129,1.6246000289917,1271,51.8698654174805,14,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,1130,1.60493335723877,1229,50.8593292236328,24,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,1131,1.59945001602173,1199,48.5180549621582,13,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,1132,1.57878332138062,1184,49.8089981079102,27,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
Anhui,1200,1.57426662445068,1130,51.2175712585449,54,0.0441725398814915,0.00837904939982559,0.0682618595424368,0.22778909196967,0.515680313110352,379.330078125
