"term","predictor","independent_r2_mean","independent_r2_low","independent_r2_high","percent_mean","percent_low","percent_high"
"z_area_km2","Area",0.315962522179629,0.177489378766222,0.496176654019657,46.3885174002197,24.492743670897,75.1596326153134
"z_curr_report_density","Current survey effort",0.190673186426042,0.0610965322137838,0.347801629398202,27.2495864133332,9.76749695899043,46.5514336682481
"z_gdp_per_capita","Per capita GDP",0.141432156611375,0.0246519690866193,0.262724559985699,20.41835047307,3.95153158532544,35.5622843273944
"z_habitat_heterogeneity","Habitat heterogeneity",0.02156300811271,0.00225892699764294,0.0771771199128037,3.18348363662386,0.335842839525016,11.1550416112084
"z_hist_report_density","Historical survey effort",0.0185173454302614,0,0.0661929738794654,2.76006207675321,0,10.1757552751551
