"species_lat","class_lat","order_lat","family_lat","genus_lat","species","order","family","genus","genus_size","n_congeners","n_new_records","new_record","mass","hwi","habitat_av","habitat_density_av","migration_av_raw","trophic_level_av","trophic_niche_av","range_size_av","centroid_latitude","centroid_longitude","endemic_cn","diet_cn","clutch_raw","migration_cn_raw","range_size_provinces","clutch_size","endemic_status","migration_class_av","diet_group_av","forest_association","log_mass","log_hwi","log_range_provinces","log_clutch_size","log_n_congeners","tree_label","z_log_mass","z_log_hwi","z_log_range_provinces","z_log_clutch_size","z_log_n_congeners","phylo_species"
"Sterna sumatrana","Aves","CHARADRIIFORMES","Laridae","Sterna","Sterna sumatrana","Charadriiformes","Laridae","Sterna",5,4,0,0,106,65.9,"Marine",3,"2","Carnivore","Aquatic predator",10103250.1,-2.63,93.2,"否","食肉","2","RSWP",10,2,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",2.02530586526477,4.20319896713418,2.39789527279837,1.09861228866811,1.6094379124341,"Sterna_sumatrana",0.140456711967219,1.67709837142582,0.223790889026419,-1.31556032589471,0.118511217674641,"Sterna_sumatrana"
"Xema sabini","Aves","CHARADRIIFORMES","Laridae","Xema","Xema sabini","Charadriiformes","Laridae","Xema",1,0,0,0,198,59.4,"Marine",3,"2","Carnivore","Aquatic predator",563350.81,72.31,80.64,"否","食肉","2","P",2,2,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",2.29666519026153,4.10098910494077,1.09861228866811,1.09861228866811,0,"Xema_sabini",0.494917703857974,1.4711323267259,-1.07882284575047,-1.31556032589471,-1.47201845540291,"Xema_sabini"
"Himantopus himantopus","Aves","CHARADRIIFORMES","Recurvirostridae","Himantopus","Himantopus himantopus","Charadriiformes","Recurvirostridae","Himantopus",1,0,0,0,176.82,52.2,"Wetland",3,"2","Carnivore","Aquatic predator",56867877.55,16.52,38.95,"否","食肉，食虫","4","SWP",34,4,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",2.24753138623357,3.9740583963476,3.55534806148941,1.6094379124341,0,"Himantopus_himantopus",0.430737057361579,1.21535059061102,1.38421084243174,0.0949613386844429,-1.47201845540291,"Himantopus_himantopus"
"Recurvirostra avosetta","Aves","CHARADRIIFORMES","Recurvirostridae","Recurvirostra","Recurvirostra avosetta","Charadriiformes","Recurvirostridae","Recurvirostra",1,0,2,1,304,49.7,"Wetland",3,"2","Carnivore","Aquatic predator",17136961.53,25.97,62.92,"否","食肉，食虫","4","SWP",33,4,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",2.48287358360875,3.92592591059714,3.52636052461616,1.6094379124341,0,"Recurvirostra_avosetta",0.7381509585288,1.11835742871009,1.35514899514393,0.0949613386844429,-1.47201845540291,"Recurvirostra_avosetta"
"Rostratula benghalensis","Aves","CHARADRIIFORMES","Rostratulidae","Rostratula","Rostratula benghalensis","Charadriiformes","Rostratulidae","Rostratula",1,0,0,0,121,31.6,"Wetland",1,"2","Omnivore","Aquatic predator",24950994.82,6.53,53.66,"否","杂食性","4-5","RSW",31,4.5,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",2.08278537031645,3.48431228837266,3.46573590279973,1.70474809223843,0,"Rostratula_benghalensis",0.215538865028484,0.228449066608399,1.29436896030294,0.358137395668069,-1.47201845540291,"Rostratula_benghalensis"
"Actitis hypoleucos","Aves","CHARADRIIFORMES","Scolopacidae","Actitis","Actitis hypoleucos","Charadriiformes","Scolopacidae","Actitis",1,0,0,0,48,48,"Wetland",3,"3","Carnivore","Aquatic predator",25847437.41,55.26,79.82,"否","食虫","4-5","SWP",34,4.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.68124123737559,3.89182029811063,3.55534806148941,1.70474809223843,0,"Actitis_hypoleucos",-0.308975012104099,1.04963022416087,1.38421084243174,0.358137395668069,-1.47201845540291,"Actitis_hypoleucos"
"Arenaria interpres","Aves","CHARADRIIFORMES","Scolopacidae","Arenaria","Arenaria interpres","Charadriiformes","Scolopacidae","Arenaria",1,0,2,1,135.98,55.6,"Coastal",3,"3","Carnivore","Aquatic predator",2619753.6,72.47,-51.71,"否","杂食性","4","WP",34,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.13347503683809,4.03600898520914,3.55534806148941,1.6094379124341,0,"Arenaria_interpres",0.281751844715426,1.3401890111002,1.38421084243174,0.0949613386844429,-1.47201845540291,"Arenaria_interpres"
"Calidris alba","Aves","CHARADRIIFORMES","Scolopacidae","Calidris","Calidris alba","Charadriiformes","Scolopacidae","Calidris",20,19,1,1,51.71,52.3,"Coastal",3,"3","Carnivore","Aquatic predator",1344741.13,75.56,-43.49,"否","杂食性","4","WP",32,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.71357453777207,3.9759363311718,3.49650756146648,1.6094379124341,2.99573227355399,"Calidris_alba",-0.266739891826674,1.21913487130218,1.32521950303364,0.0949613386844429,1.48851890790392,"Calidris_alba"
"Calidris alpina","Aves","CHARADRIIFORMES","Scolopacidae","Calidris","Calidris alpina","Charadriiformes","Scolopacidae","Calidris",20,19,4,1,51.89,53.4,"Wetland",3,"3","Carnivore","Aquatic predator",4754236.34,68.24,43.99,"否","食虫","4","WP",28,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.71508367069493,3.9963641538619,3.36729582998647,1.6094379124341,2.99573227355399,"Calidris_alpina",-0.264768598771838,1.26029956667521,1.19567653342965,0.0949613386844429,1.48851890790392,"Calidris_alpina"
"Calidris canutus","Aves","CHARADRIIFORMES","Scolopacidae","Calidris","Calidris canutus","Charadriiformes","Scolopacidae","Calidris",20,19,1,1,141.87,57.9,"Coastal",3,"3","Carnivore","Aquatic predator",1604194.57,75.23,-24.11,"否","杂食性","4","WP",18,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.15189056873509,4.07584109065754,2.94443897916644,1.6094379124341,2.99573227355399,"Calidris_canutus",0.305806988950779,1.42045583697414,0.771735676472,0.0949613386844429,1.48851890790392,"Calidris_canutus"
"Calidris ferruginea","Aves","CHARADRIIFORMES","Scolopacidae","Calidris","Calidris ferruginea","Charadriiformes","Scolopacidae","Calidris",20,19,0,0,58.08,54.9,"Coastal",3,"3","Carnivore","Aquatic predator",1198699.06,72.28,111.38,"否","食虫","4","WP",33,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.76402660769204,4.02356438016105,3.52636052461616,1.6094379124341,2.99573227355399,"Calidris_ferruginea",-0.20083727083885,1.31511152811958,1.35514899514393,0.0949613386844429,1.48851890790392,"Calidris_ferruginea"
"Calidris himantopus","Aves","CHARADRIIFORMES","Scolopacidae","Calidris","Calidris himantopus","Charadriiformes","Scolopacidae","Calidris",20,19,0,0,57.24,52.2,"Wetland",3,"3","Carnivore","Aquatic predator",399381.42,67.4,-119.08,"否","食肉","3-4","V",1,3.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.75769962508774,3.9740583963476,0.693147180559945,1.50407739677627,2.99573227355399,"Calidris_himantopus",-0.209101842287139,1.21535059061102,-1.48532737574557,-0.195966294958842,1.48851890790392,"Calidris_himantopus"
"Calidris mauri","Aves","CHARADRIIFORMES","Scolopacidae","Calidris","Calidris mauri","Charadriiformes","Scolopacidae","Calidris",20,19,0,0,27.82,49,"Shrubland",3,"3","Carnivore","Aquatic predator",310485.3,64.59,-162.32,"否","食肉，食虫","4-5","V",2,4.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.44435712565603,3.91202300542815,1.09861228866811,1.70474809223843,2.99573227355399,"Calidris_mauri",-0.618403026801135,1.09034128304622,-1.07882284575047,0.358137395668069,1.48851890790392,"Calidris_mauri"
"Calidris melanotos","Aves","CHARADRIIFORMES","Scolopacidae","Calidris","Calidris melanotos","Charadriiformes","Scolopacidae","Calidris",20,19,6,1,79.73,53.4,"Wetland",3,"3","Carnivore","Aquatic predator",2362488.1,69.87,-13.6,"否","杂食性","4","P",10,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.90162176409336,3.9963641538619,2.39789527279837,1.6094379124341,2.99573227355399,"Calidris_melanotos",-0.0211046759926707,1.26029956667521,0.223790889026419,0.0949613386844429,1.48851890790392,"Calidris_melanotos"
"Calidris minuta","Aves","CHARADRIIFORMES","Scolopacidae","Calidris","Calidris minuta","Charadriiformes","Scolopacidae","Calidris",20,19,9,1,21.1,50.6,"Grassland",3,"3","Carnivore","Aquatic predator",1734619.92,71.29,95.22,"否","食肉，食虫","3-4","P",14,3.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.32428245529769,3.94352167248752,2.70805020110221,1.50407739677627,2.99573227355399,"Calidris_minuta",-0.775249624045136,1.15381515658752,0.534740908731147,-0.195966294958842,1.48851890790392,"Calidris_minuta"
"Calidris ptilocnemis","Aves","CHARADRIIFORMES","Scolopacidae","Calidris","Calidris ptilocnemis","Charadriiformes","Scolopacidae","Calidris",20,19,0,0,81.32,49.8,"Grassland",3,"3","Carnivore","Aquatic predator",320856.4,61.58,-53.33,"否","食肉，食虫","3-4","P",1,3.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.910197369966,3.92789635458444,0.693147180559945,1.50407739677627,2.99573227355399,"Calidris_ptilocnemis",-0.00990285802043877,1.12232812728709,-1.48532737574557,-0.195966294958842,1.48851890790392,"Calidris_ptilocnemis"
"Calidris ruficollis","Aves","CHARADRIIFORMES","Scolopacidae","Calidris","Calidris ruficollis","Charadriiformes","Scolopacidae","Calidris",20,19,0,0,26.79,54.5,"Grassland",3,"3","Carnivore","Aquatic predator",971179.99,68.66,115.73,"否","食虫","4","WP",34,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.42797271360821,4.01638302075239,3.55534806148941,1.6094379124341,2.99573227355399,"Calidris_ruficollis",-0.639805036649464,1.30064016340751,1.38421084243174,0.0949613386844429,1.48851890790392,"Calidris_ruficollis"
"Calidris subminuta","Aves","CHARADRIIFORMES","Scolopacidae","Calidris","Calidris subminuta","Charadriiformes","Scolopacidae","Calidris",20,19,2,1,30.2,49.4,"Wetland",3,"3","Carnivore","Aquatic predator",316107.68,59.65,118.94,"否","食虫","4","WP",34,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.48000694295715,3.91999117507732,3.55534806148941,1.6094379124341,2.99573227355399,"Calidris_subminuta",-0.571835732305429,1.10639817179374,1.38421084243174,0.0949613386844429,1.48851890790392,"Calidris_subminuta"
"Calidris temminckii","Aves","CHARADRIIFORMES","Scolopacidae","Calidris","Calidris temminckii","Charadriiformes","Scolopacidae","Calidris",20,19,0,0,23,50,"Grassland",3,"3","Carnivore","Aquatic predator",3436316.19,69.29,92.64,"否","食虫","4","WP",34,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.36172783601759,3.93182563272433,3.55534806148941,1.6094379124341,2.99573227355399,"Calidris_temminckii",-0.726336888903783,1.13024612912792,1.38421084243174,0.0949613386844429,1.48851890790392,"Calidris_temminckii"
"Calidris tenuirostris","Aves","CHARADRIIFORMES","Scolopacidae","Calidris","Calidris tenuirostris","Charadriiformes","Scolopacidae","Calidris",20,19,3,1,192,57.3,"Grassland",3,"3","Carnivore","Aquatic predator",1486107.22,64.67,135.1,"否","食虫","4","WPV",19,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.28330122870355,4.06560209335645,2.99573227355399,1.6094379124341,2.99573227355399,"Calidris_tenuirostris",0.477461133793582,1.39982293785322,0.823160462748181,0.0949613386844429,1.48851890790392,"Calidris_tenuirostris"
"Gallinago gallinago","Aves","CHARADRIIFORMES","Scolopacidae","Gallinago","Gallinago gallinago","Charadriiformes","Scolopacidae","Gallinago",6,5,0,0,112.94,44.3,"Wetland",3,"3","Carnivore","Aquatic predator",20105909.91,59.33,83.74,"否","食虫","4","SWP",34,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.05284778340086,3.81330703248899,3.55534806148941,1.6094379124341,1.79175946922805,"Gallinago_gallinago",0.176433126712535,0.891415875471477,1.38421084243174,0.0949613386844429,0.298690797068234,"Gallinago_gallinago"
"Gallinago megala","Aves","CHARADRIIFORMES","Scolopacidae","Gallinago","Gallinago megala","Charadriiformes","Scolopacidae","Gallinago",6,5,0,0,121,45,"Wetland",3,"3","Carnivore","Aquatic predator",3448607.9,53.6,99.36,"否","食虫","4","WP",34,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.08278537031645,3.8286413964891,3.55534806148941,1.6094379124341,1.79175946922805,"Gallinago_megala",0.215538865028484,0.922316595160485,1.38421084243174,0.0949613386844429,0.298690797068234,"Gallinago_megala"
"Gallinago stenura","Aves","CHARADRIIFORMES","Scolopacidae","Gallinago","Gallinago stenura","Charadriiformes","Scolopacidae","Gallinago",6,5,0,0,113,46.5,"Wetland",3,"3","Carnivore","Aquatic predator",8781511.92,62.22,115.49,"否","食虫","4","WP",34,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.05307844348342,3.8607297110406,3.55534806148941,1.6094379124341,1.79175946922805,"Gallinago_stenura",0.176734424637913,0.986978684389731,1.38421084243174,0.0949613386844429,0.298690797068234,"Gallinago_stenura"
"Limnodromus scolopaceus","Aves","CHARADRIIFORMES","Scolopacidae","Limnodromus","Limnodromus scolopaceus","Charadriiformes","Scolopacidae","Limnodromus",2,1,6,1,104.4,51,"Wetland",3,"3","Carnivore","Aquatic predator",1045265.04,68.11,18.59,"否","食虫","4","PWV",12,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.01870049866624,3.95124371858143,2.56494935746154,1.6094379124341,0.693147180559945,"Limnodromus_scolopaceus",0.131828503607901,1.1693760746518,0.391273221813596,0.0949613386844429,-0.787014610288271,"Limnodromus_scolopaceus"
"Limosa lapponica","Aves","CHARADRIIFORMES","Scolopacidae","Limosa","Limosa lapponica","Charadriiformes","Scolopacidae","Limosa",2,1,1,1,291.65,56.6,"Wetland",3,"3","Carnivore","Aquatic predator",1469087.3,69.14,73.39,"否","食虫","4","WP",20,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.46486198076603,4.05352256770185,3.04452243772342,1.6094379124341,0.693147180559945,"Limosa_lapponica",0.714623443455386,1.37548113690038,0.87207570195734,0.0949613386844429,-0.787014610288271,"Limosa_lapponica"
"Limosa limosa","Aves","CHARADRIIFORMES","Scolopacidae","Limosa","Limosa limosa","Charadriiformes","Scolopacidae","Limosa",2,1,1,1,288.37,51.5,"Wetland",3,"3","Carnivore","Aquatic predator",10058061.19,55.43,66.46,"否","食虫","4","SWP",34,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.45995007743384,3.96081316959758,3.55534806148941,1.6094379124341,0.693147180559945,"Limosa_limosa",0.708207308217647,1.18865975172022,1.38421084243174,0.0949613386844429,-0.787014610288271,"Limosa_limosa"
"Lymnocryptes minimus","Aves","CHARADRIIFORMES","Scolopacidae","Lymnocryptes","Lymnocryptes minimus","Charadriiformes","Scolopacidae","Lymnocryptes",1,0,0,0,50.07,43.8,"Wetland",3,"3","Carnivore","Aquatic predator",7671774.57,63.46,80.69,"否","食虫","4","WPV",17,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.69957759139891,3.80220813942094,2.89037175789616,1.6094379124341,0,"Lymnocryptes_minimus",-0.285023293345791,0.869050175560371,0.71752985226887,0.0949613386844429,-1.47201845540291,"Lymnocryptes_minimus"
"Numenius arquata","Aves","CHARADRIIFORMES","Scolopacidae","Numenius","Numenius arquata","Charadriiformes","Scolopacidae","Numenius",4,3,0,0,802.99,53.2,"Grassland",3,"3","Carnivore","Aquatic predator",12491410.25,56.48,59.16,"否","食虫","4","SWP",33,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.90471013684548,3.9926809084456,3.52636052461616,1.6094379124341,1.38629436111989,"Numenius_arquata",1.28917165066036,1.25287735248009,1.35514899514393,0.0949613386844429,-0.102010765173633,"Numenius_arquata"
"Numenius madagascariensis","Aves","CHARADRIIFORMES","Scolopacidae","Numenius","Numenius madagascariensis","Charadriiformes","Scolopacidae","Numenius",4,3,1,1,792,54.7,"Wetland",3,"3","Carnivore","Aquatic predator",3087214.2,56.7,135.49,"否","食虫","4","WP",30,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.89872518158949,4.01998014693324,3.43398720448515,1.6094379124341,1.38629436111989,"Numenius_madagascariensis",1.28135384975566,1.30788883624453,1.26253887325416,0.0949613386844429,-0.102010765173633,"Numenius_madagascariensis"
"Numenius minutus","Aves","CHARADRIIFORMES","Scolopacidae","Numenius","Numenius minutus","Charadriiformes","Scolopacidae","Numenius",4,3,1,1,173,56.1,"Grassland",3,"3","Carnivore","Aquatic predator",966958.06,67.89,134.75,"否","杂食性","3-4","P",26,3.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.2380461031288,4.04480411666196,3.29583686600433,1.50407739677627,1.38629436111989,"Numenius_minutus",0.418346980633158,1.35791233445746,1.12403438226396,-0.195966294958842,-0.102010765173633,"Numenius_minutus"
"Numenius phaeopus","Aves","CHARADRIIFORMES","Scolopacidae","Numenius","Numenius phaeopus","Charadriiformes","Scolopacidae","Numenius",4,3,1,1,364.57,53.5,"Grassland",3,"3","Carnivore","Omnivore",4802995.65,63.88,-11.94,"否","食虫","4","WP",34,4,"Non_endemic","Long_distance_migrant","Omnivore","Non_forest",2.56178092825065,3.9982007016692,3.55534806148941,1.6094379124341,1.38629436111989,"Numenius_phaeopus",0.841223059145079,1.26400044719353,1.38421084243174,0.0949613386844429,-0.102010765173633,"Numenius_phaeopus"
"Phalaropus fulicarius","Aves","CHARADRIIFORMES","Scolopacidae","Phalaropus","Phalaropus fulicarius","Charadriiformes","Scolopacidae","Phalaropus",2,1,4,1,55.59,52.8,"Marine",3,"3","Carnivore","Aquatic predator",3783736.3,69.97,-2.63,"否","食虫","4","WPV",15,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.74499667403856,3.98527346716774,2.77258872223978,1.6094379124341,0.693147180559945,"Phalaropus_fulicarius",-0.225694972554121,1.2379504036651,0.599444876290812,0.0949613386844429,-0.787014610288271,"Phalaropus_fulicarius"
"Phalaropus lobatus","Aves","CHARADRIIFORMES","Scolopacidae","Phalaropus","Phalaropus lobatus","Charadriiformes","Scolopacidae","Phalaropus",2,1,5,1,36.68,49.6,"Wetland",3,"3","Carnivore","Aquatic predator",9098836.74,65.91,-35.96,"否","食虫","4","WP",26,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.56442932699798,3.92395157629342,3.29583686600433,1.6094379124341,0.693147180559945,"Phalaropus_lobatus",-0.461559654690432,1.11437889064414,1.12403438226396,0.0949613386844429,-0.787014610288271,"Phalaropus_lobatus"
"Scolopax rusticola","Aves","CHARADRIIFORMES","Scolopacidae","Scolopax","Scolopax rusticola","Charadriiformes","Scolopacidae","Scolopax",1,0,0,0,308.31,39.4,"Forest",3,"3","Carnivore","Omnivore",15129244.23,55.2,70.27,"否","杂食性","4","SWP",34,4,"Non_endemic","Long_distance_migrant","Omnivore","Forest_primary",2.48898761124739,3.6988297849671,3.55534806148941,1.6094379124341,0,"Scolopax_rusticola",0.746137359221915,0.660729468365298,1.38421084243174,0.0949613386844429,-1.47201845540291,"Scolopax_rusticola"
"Tringa erythropus","Aves","CHARADRIIFORMES","Scolopacidae","Tringa","Tringa erythropus","Charadriiformes","Scolopacidae","Tringa",10,9,0,0,158,50.8,"Grassland",3,"3","Carnivore","Aquatic predator",3716042.92,68.35,105.22,"否","食虫","4","SWP",34,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.19865708695442,3.94739014926544,3.55534806148941,1.6094379124341,2.30258509299405,"Tringa_erythropus",0.366895386909832,1.16161063584816,1.38421084243174,0.0949613386844429,0.803515062789279,"Tringa_erythropus"
"Tringa flavipes","Aves","CHARADRIIFORMES","Scolopacidae","Tringa","Tringa flavipes","Charadriiformes","Scolopacidae","Tringa",10,9,0,0,77.5,52.8,"Wetland",3,"3","Carnivore","Aquatic predator",4592693.99,60.91,-122.92,"否","食肉，食虫","3-4","V",2,3.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.88930170250631,3.98527346716774,1.09861228866811,1.50407739677627,2.30258509299405,"Tringa_flavipes",-0.0371976599000856,1.2379504036651,-1.07882284575047,-0.195966294958842,0.803515062789279,"Tringa_flavipes"
"Tringa glareola","Aves","CHARADRIIFORMES","Scolopacidae","Tringa","Tringa glareola","Charadriiformes","Scolopacidae","Tringa",10,9,0,0,62.05,48.4,"Wetland",3,"3","Carnivore","Aquatic predator",16979550.25,60.1,88.43,"否","食虫","4","SWP",34,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.79274178583475,3.89995042419388,3.55534806148941,1.6094379124341,2.30258509299405,"Tringa_glareola",-0.163328294403613,1.06601347599531,1.38421084243174,0.0949613386844429,0.803515062789279,"Tringa_glareola"
"Tringa nebularia","Aves","CHARADRIIFORMES","Scolopacidae","Tringa","Tringa nebularia","Charadriiformes","Scolopacidae","Tringa",10,9,0,0,187,52.1,"Wetland",3,"3","Carnivore","Aquatic predator",12134126.53,60.3,88.97,"否","食虫","4","WP",34,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.2718416065365,3.97217692824789,3.55534806148941,1.6094379124341,2.30258509299405,"Tringa_nebularia",0.462492092136088,1.21155918991437,1.38421084243174,0.0949613386844429,0.803515062789279,"Tringa_nebularia"
"Tringa ochropus","Aves","CHARADRIIFORMES","Scolopacidae","Tringa","Tringa ochropus","Charadriiformes","Scolopacidae","Tringa",10,9,0,0,71.4,45.8,"Wetland",3,"3","Carnivore","Aquatic predator",15230538.62,57.64,82.39,"否","食虫","3-4","SWP",34,3.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.85369821177617,3.8458832029236,3.55534806148941,1.50407739677627,2.30258509299405,"Tringa_ochropus",-0.0837044406754576,0.957061057178023,1.38421084243174,-0.195966294958842,0.803515062789279,"Tringa_ochropus"
"Tringa stagnatilis","Aves","CHARADRIIFORMES","Scolopacidae","Tringa","Tringa stagnatilis","Charadriiformes","Scolopacidae","Tringa",10,9,1,1,77.5,51.7,"Wetland",3,"3","Carnivore","Aquatic predator",7597346.84,53.2,79.96,"否","食虫","4","SP",31,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.88930170250631,3.96461545554732,3.46573590279973,1.6094379124341,2.30258509299405,"Tringa_stagnatilis",-0.0371976599000856,1.19632184793168,1.29436896030294,0.0949613386844429,0.803515062789279,"Tringa_stagnatilis"
"Tringa totanus","Aves","CHARADRIIFORMES","Scolopacidae","Tringa","Tringa totanus","Charadriiformes","Scolopacidae","Tringa",10,9,0,0,129,47.2,"Wetland",3,"3","Carnivore","Aquatic predator",19709237.23,46.76,67.03,"否","食虫","4","SWP",31,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.11058971029925,3.87535902105655,3.46573590279973,1.6094379124341,2.30258509299405,"Tringa_totanus",0.251858066254711,1.01645862943627,1.29436896030294,0.0949613386844429,0.803515062789279,"Tringa_totanus"
"Xenus cinereus","Aves","CHARADRIIFORMES","Scolopacidae","Xenus","Xenus cinereus","Charadriiformes","Scolopacidae","Xenus",1,0,0,0,78.8,54.6,"Grassland",3,"3","Carnivore","Aquatic predator",11623048.49,60.77,91.9,"否","食虫","4","WP",34,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.89652621748956,4.01818320125654,3.55534806148941,1.6094379124341,0,"Xenus_cinereus",-0.0277606938149096,1.30426775912312,1.38421084243174,0.0949613386844429,-1.47201845540291,"Xenus_cinereus"
"Stercorarius longicaudus","Aves","CHARADRIIFORMES","Stercorariidae","Stercorarius","Stercorarius longicaudus","Charadriiformes","Stercorariidae","Stercorarius",4,3,1,1,287.9,60.2,"Marine",3,"3","Carnivore","Aquatic predator",6233403.78,69.42,-33.46,"否","食肉，食虫，食腐","2","P",4,2,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.45924166487808,4.11414718951828,1.6094379124341,1.09861228866811,1.38629436111989,"Stercorarius_longicaudus",0.707281949867846,1.49764756290858,-0.566687705276071,-1.31556032589471,-0.102010765173633,"Stercorarius_longicaudus"
"Stercorarius parasiticus","Aves","CHARADRIIFORMES","Stercorariidae","Stercorarius","Stercorarius parasiticus","Charadriiformes","Stercorariidae","Stercorarius",4,3,5,1,444.31,60.2,"Marine",3,"3","Carnivore","Aquatic predator",6277591.31,68.31,-11.33,"否","食肉","2","P",8,2,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.64768608793352,4.11414718951828,2.19722457733622,1.09861228866811,1.38629436111989,"Stercorarius_parasiticus",0.953436000823383,1.49764756290858,0.0226057682567446,-1.31556032589471,-0.102010765173633,"Stercorarius_parasiticus"
"Stercorarius pomarinus","Aves","CHARADRIIFORMES","Stercorariidae","Stercorarius","Stercorarius pomarinus","Charadriiformes","Stercorariidae","Stercorarius",4,3,1,1,692.47,55.8,"Marine",3,"3","Carnivore","Aquatic predator",3233984.08,70.32,38.74,"否","食肉，食腐","2","P",14,2,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.84040096312756,4.03953632572711,2.70805020110221,1.09861228866811,1.38629436111989,"Stercorarius_pomarinus",1.20516829642147,1.34729705683282,0.534740908731147,-1.31556032589471,-0.102010765173633,"Stercorarius_pomarinus"
"Turnix suscitator","Aves","CHARADRIIFORMES","Turnicidae","Turnix","Turnix suscitator","Charadriiformes","Turnicidae","Turnix",3,2,3,1,49.1,20.8,"Grassland",3,"1","Herbivore","Omnivore",5511938.06,16.91,95.88,"否","杂食性","4","RP",10,4,"Non_endemic","Resident_low","Omnivore","Non_forest",1.69108149212297,3.08190996979504,2.39789527279837,1.6094379124341,1.09861228866811,"Turnix_suscitator",-0.296121256449097,-0.582443465255816,0.223790889026419,0.0949613386844429,-0.386313048046404,"Turnix_suscitator"
"Turnix sylvaticus","Aves","CHARADRIIFORMES","Turnicidae","Turnix","Turnix sylvaticus","Charadriiformes","Turnicidae","Turnix",3,2,0,0,52.69,27.2,"Shrubland",2,"1","Omnivore","Omnivore",17313380.02,3.48,46.97,"否","杂食性","4","R",4,4,"Non_endemic","Resident_low","Omnivore","Non_forest",1.72172819857279,3.33932197794407,1.6094379124341,1.6094379124341,1.09861228866811,"Turnix_sylvaticus",-0.25608923629826,-0.0637250946509204,-0.566687705276071,0.0949613386844429,-0.386313048046404,"Turnix_sylvaticus"
"Turnix tanki","Aves","CHARADRIIFORMES","Turnicidae","Turnix","Turnix tanki","Charadriiformes","Turnicidae","Turnix",3,2,0,0,52.79,27,"Grassland",3,"1","Herbivore","Granivore",9318008.55,28.08,102.37,"否","杂食性","3-4","RSWPV",30,3.5,"Non_endemic","Resident_low","Plant_seed","Non_forest",1.72255166200096,3.3322045101752,3.43398720448515,1.50407739677627,1.09861228866811,"Turnix_tanki",-0.255013593647917,-0.0780677094747039,1.26253887325416,-0.195966294958842,-0.386313048046404,"Turnix_tanki"
